condition,seed,tick,collective_phi,joules_per_phi,alive,avg_energy,clustering
ENERGY_ONLY,4030,7200,0.0607,N/A,12,0.03,12.84
ENERGY_ONLY,4030,7300,0.0607,N/A,12,0.03,12.84
ENERGY_ONLY,4030,7400,0.0607,N/A,12,0.03,12.84
ENERGY_ONLY,4030,7500,0.0607,N/A,12,0.03,12.84
ENERGY_ONLY,4030,7600,0.0607,N/A,12,0.03,12.84
ENERGY_ONLY,4030,7700,0.0607,N/A,12,0.03,12.84
ENERGY_ONLY,4030,7800,0.0607,N/A,12,0.03,12.84
ENERGY_ONLY,4030,7900,0.0607,N/A,12,0.03,12.84
ENERGY_ONLY,4030,8000,0.0607,N/A,12,0.03,12.84
ENERGY_ONLY,4030,8100,0.0607,N/A,12,0.03,12.84
ENERGY_ONLY,4030,8200,0.0607,N/A,12,0.03,12.84
ENERGY_ONLY,4030,8300,0.0607,N/A,12,0.03,12.84
ENERGY_ONLY,4030,8400,0.0607,N/A,12,0.00,12.84
ENERGY_ONLY,4030,8500,0.0607,N/A,12,0.00,12.84
ENERGY_ONLY,4030,8600,0.0607,N/A,12,0.00,12.84
ENERGY_ONLY,4030,8700,0.0607,N/A,12,0.00,12.84
ENERGY_ONLY,4030,8800,0.0607,N/A,12,0.00,12.84
ENERGY_ONLY,4030,8900,0.0607,N/A,12,0.00,12.84
ENERGY_ONLY,4030,9000,0.0607,N/A,12,0.00,12.84
ENERGY_ONLY,4030,9100,0.0607,N/A,12,0.00,12.84
ENERGY_ONLY,4030,9200,0.0607,N/A,12,0.00,12.84
ENERGY_ONLY,4030,9300,0.0607,N/A,12,0.00,12.84
ENERGY_ONLY,4030,9400,0.0607,N/A,12,0.00,12.84
ENERGY_ONLY,4030,9500,0.0607,N/A,12,0.00,12.84
ENERGY_ONLY,4030,9600,0.0607,N/A,12,0.00,12.84
ENERGY_ONLY,4030,9700,0.0607,N/A,12,0.00,12.84
ENERGY_ONLY,4030,9800,0.0607,N/A,12,0.00,12.84
ENERGY_ONLY,4030,9900,0.0607,N/A,12,0.00,12.84
FULL,5027,0,0.0926,0.104673,12,200.00,12.19
FULL,5027,100,0.1173,51265.119451,12,199.81,9.72
FULL,5027,200,0.1173,34699.268847,12,199.52,9.66
FULL,5027,300,0.1173,34776.935492,12,199.17,9.67
FULL,5027,400,0.1172,34855.890332,12,198.83,9.71
FULL,5027,500,0.1172,34936.086123,12,198.48,9.76
FULL,5027,600,0.1172,35017.469787,12,198.14,9.82
FULL,5027,700,0.1049,789.063390,12,166.08,12.22
FULL,5027,800,0.1082,1459.689653,12,165.97,12.09
FULL,5027,900,0.1069,66286.427171,12,165.85,12.42
FULL,5027,1000,0.1071,91742.153052,12,165.73,14.11
FULL,5027,1100,0.1043,1207.233140,12,165.60,13.60
FULL,5027,1200,0.1041,17022.682432,12,165.48,12.85
FULL,5027,1300,0.1041,61312.012253,12,165.36,12.75
FULL,5027,1400,0.1041,90138.597653,12,165.24,12.73
FULL,5027,1500,0.1041,90717.194616,12,165.12,12.73
FULL,5027,1600,0.1041,91046.735066,12,165.00,12.73
FULL,5027,1700,0.1041,91377.795936,12,164.88,12.73
FULL,5027,1800,0.1040,91709.724623,12,164.75,12.73
FULL,5027,1900,0.1040,92041.803018,12,164.63,12.73
FULL,5027,2000,0.1040,92373.243287,12,164.51,12.73
FULL,5027,2100,0.1040,92703.183644,12,164.39,12.73
FULL,5027,2200,0.1040,93030.684093,12,164.27,12.73
FULL,5027,2300,0.1040,93354.722284,12,164.15,12.73
FULL,5027,2400,0.1040,93674.189439,12,164.03,12.73
FULL,5027,2500,0.1040,93987.886474,12,163.91,12.73
FULL,5027,2600,0.1040,94294.520416,12,163.79,12.73
FULL,5027,2700,0.1039,94592.701115,12,163.67,12.73
FULL,5027,2800,0.1039,94880.938480,12,163.55,12.73
FULL,5027,2900,0.1039,95157.640269,12,163.43,12.73
FULL,5027,3000,0.1039,95421.110554,12,163.31,12.73
FULL,5027,3100,0.1039,95669.549021,12,163.19,12.73
FULL,5027,3200,0.1039,95901.051330,12,163.07,12.73
FULL,5027,3300,0.1039,96113.610494,12,162.96,12.73
FULL,5027,3400,0.1039,96305.119674,12,162.84,12.73
FULL,5027,3500,0.1039,96473.376358,12,162.72,12.73
FULL,5027,3600,0.1038,96616.088218,12,162.60,12.73
FULL,5027,3700,0.1038,96730.880761,12,162.48,12.73
FULL,5027,3800,0.1038,96815.306920,12,162.36,12.73
FULL,5027,3900,0.1038,96866.858718,12,162.24,12.73
FULL,5027,4000,0.1038,96882.981156,12,162.12,12.73
FULL,5027,4100,0.1038,96861.088382,12,162.01,12.73
FULL,5027,4200,0.1038,96798.582127,12,161.89,12.73
FULL,5027,4300,0.1038,96692.872550,12,161.77,12.73
FULL,5027,4400,0.1037,96541.401256,12,161.65,12.73
FULL,5027,4500,0.1037,96341.666488,12,161.53,12.73
FULL,5027,4600,0.1037,96091.250264,12,161.42,12.73
FULL,5027,4700,0.1037,95787.847109,12,161.30,12.73
FULL,5027,4800,0.1037,95429.294191,12,161.18,12.73
FULL,5027,4900,0.1037,95013.602229,12,161.06,12.73
FULL,5027,5000,0.1037,94538.986828,12,160.95,12.73
FULL,5027,5100,0.1037,94003.899596,12,160.83,12.73
FULL,5027,5200,0.1037,93407.058302,12,160.71,12.73
FULL,5027,5300,0.1036,92747.475615,12,160.60,12.73
FULL,5027,5400,0.1036,92024.485450,12,160.48,12.73
FULL,5027,5500,0.1036,91237.766405,12,160.36,12.73
FULL,5027,5600,0.1036,90387.361442,12,160.25,12.73
FULL,5027,5700,0.1036,89473.693273,12,160.13,12.73
FULL,5027,5800,0.1036,88497.574779,12,160.01,12.73
FULL,5027,5900,0.1036,87460.214051,12,159.90,12.73
FULL,5027,6000,0.1036,86363.213679,12,159.78,12.73
FULL,5027,6100,0.1035,85208.564100,12,159.66,12.73
FULL,5027,6200,0.1035,83998.630909,12,159.55,12.73
FULL,5027,6300,0.1035,82736.136344,12,159.43,12.73
FULL,5027,6400,0.1035,81424.135176,12,159.32,12.73
FULL,5027,6500,0.1035,80065.985496,12,159.20,12.73
FULL,5027,6600,0.1035,78665.314966,12,159.09,12.73
FULL,5027,6700,0.1035,77225.983315,12,158.97,12.73
FULL,5027,6800,0.1035,75752.041900,12,158.86,12.73
FULL,5027,6900,0.1034,74247.691158,12,158.74,12.73
FULL,5027,7000,0.1034,72717.237036,12,158.63,12.73
FULL,5027,7100,0.1034,71165.047161,12,158.51,12.73
FULL,5027,7200,0.1034,69595.507776,12,158.40,12.73
FULL,5027,7300,0.1034,68012.982214,12,158.28,12.73
FULL,5027,7400,0.1034,66421.771695,12,158.17,12.73
FULL,5027,7500,0.1033,64826.079052,12,158.06,12.73
FULL,5027,7600,0.1033,63229.975955,12,157.94,12.73
FULL,5027,7700,0.1033,61637.373967,12,157.83,12.73
FULL,5027,7800,0.1033,60051.999734,12,157.72,12.73
FULL,5027,7900,0.1033,58477.374424,12,157.60,12.73
FULL,5027,8000,0.1033,56916.797423,12,157.49,12.73
FULL,5027,8100,0.1032,55373.334207,12,157.38,12.73
FULL,5027,8200,0.1032,53849.808189,12,157.26,12.73
FULL,5027,8300,0.1032,52348.796298,12,157.15,12.73
FULL,5027,8400,0.1032,50872.627958,12,157.04,12.73
FULL,5027,8500,0.1032,49423.387129,12,156.93,12.73
FULL,5027,8600,0.1031,48002.916982,12,156.81,12.73
FULL,5027,8700,0.1031,46612.826885,12,156.70,12.73
FULL,5027,8800,0.1031,45254.501239,12,156.59,12.73
FULL,5027,8900,0.1031,43929.109835,12,156.48,12.73
FULL,5027,9000,0.1030,42637.619345,12,156.37,12.73
FULL,5027,9100,0.1030,41380.805655,12,156.26,12.73
FULL,5027,9200,0.1030,40159.266697,12,156.15,12.73
FULL,5027,9300,0.1030,38973.435561,12,156.04,12.73
FULL,5027,9400,0.1029,37823.593639,12,155.93,12.73
FULL,5027,9500,0.1029,36709.883615,12,155.82,12.73
FULL,5027,9600,0.1029,35632.322153,12,155.71,12.73
FULL,5027,9700,0.1028,34590.812146,12,155.60,12.73
FULL,5027,9800,0.1028,33585.154437,12,155.49,12.73
FULL,5027,9900,0.1028,32615.058950,12,155.38,12.73
FREE,5027,0,0.0978,0.000000,12,1000.00,12.12
FREE,5027,100,0.1223,N/A,12,1000.00,12.12
FREE,5027,200,0.1223,N/A,12,1000.00,12.12
FREE,5027,300,0.1223,N/A,12,1000.00,12.12
FREE,5027,400,0.1223,N/A,12,1000.00,12.12
FREE,5027,500,0.1223,N/A,12,1000.00,12.12
FREE,5027,600,0.1223,N/A,12,1000.00,12.12
FREE,5027,700,0.1223,N/A,12,1000.00,12.12
FREE,5027,800,0.1223,N/A,12,1000.00,12.12
FREE,5027,900,0.1223,N/A,12,1000.00,12.12
FREE,5027,1000,0.1223,N/A,12,1000.00,12.12
FREE,5027,1100,0.1223,N/A,12,1000.00,12.12
FREE,5027,1200,0.1223,N/A,12,1000.00,12.12
FREE,5027,1300,0.1223,N/A,12,1000.00,12.12
FREE,5027,1400,0.1223,N/A,12,1000.00,12.12
FREE,5027,1500,0.1223,N/A,12,1000.00,12.12
FREE,5027,1600,0.1223,N/A,12,1000.00,12.12
FREE,5027,1700,0.1223,N/A,12,1000.00,12.12
FREE,5027,1800,0.1223,N/A,12,1000.00,12.12
FREE,5027,1900,0.1223,N/A,12,1000.00,12.12
FREE,5027,2000,0.1223,N/A,12,1000.00,12.12
FREE,5027,2100,0.1223,N/A,12,1000.00,12.12
FREE,5027,2200,0.1223,N/A,12,1000.00,12.12
FREE,5027,2300,0.1223,N/A,12,1000.00,12.12
FREE,5027,2400,0.1223,N/A,12,1000.00,12.12
FREE,5027,2500,0.1223,N/A,12,1000.00,12.12
FREE,5027,2600,0.1223,N/A,12,1000.00,12.12
FREE,5027,2700,0.1223,N/A,12,1000.00,12.12
FREE,5027,2800,0.1223,N/A,12,1000.00,12.12
FREE,5027,2900,0.1223,N/A,12,1000.00,12.12
FREE,5027,3000,0.1223,N/A,12,1000.00,12.12
FREE,5027,3100,0.1223,N/A,12,1000.00,12.12
FREE,5027,3200,0.1223,N/A,12,1000.00,12.12
FREE,5027,3300,0.1223,N/A,12,1000.00,12.12
FREE,5027,3400,0.1223,N/A,12,1000.00,12.12
FREE,5027,3500,0.1223,N/A,12,1000.00,12.12
FREE,5027,3600,0.1223,N/A,12,1000.00,12.12
FREE,5027,3700,0.1223,N/A,12,1000.00,12.12
FREE,5027,3800,0.1223,N/A,12,1000.00,12.12
FREE,5027,3900,0.1223,N/A,12,1000.00,12.12
FREE,5027,4000,0.1223,N/A,12,1000.00,12.12
FREE,5027,4100,0.1223,N/A,12,1000.00,12.12
FREE,5027,4200,0.1223,N/A,12,1000.00,12.12
FREE,5027,4300,0.1223,N/A,12,1000.00,12.12
FREE,5027,4400,0.1223,N/A,12,1000.00,12.12
FREE,5027,4500,0.1223,N/A,12,1000.00,12.12
FREE,5027,4600,0.1223,N/A,12,1000.00,12.12
FREE,5027,4700,0.1223,N/A,12,1000.00,12.12
FREE,5027,4800,0.1223,N/A,12,1000.00,12.12
FREE,5027,4900,0.1223,N/A,12,1000.00,12.12
FREE,5027,5000,0.1223,N/A,12,1000.00,12.12
FREE,5027,5100,0.1223,N/A,12,1000.00,12.12
FREE,5027,5200,0.1223,N/A,12,1000.00,12.12
FREE,5027,5300,0.1223,N/A,12,1000.00,12.12
FREE,5027,5400,0.1223,N/A,12,1000.00,12.12
FREE,5027,5500,0.1223,N/A,12,1000.00,12.12
FREE,5027,5600,0.1223,N/A,12,1000.00,12.12
FREE,5027,5700,0.1223,N/A,12,1000.00,12.12
FREE,5027,5800,0.1223,N/A,12,1000.00,12.12
FREE,5027,5900,0.1223,N/A,12,1000.00,12.12
FREE,5027,6000,0.1223,N/A,12,1000.00,12.12
FREE,5027,6100,0.1223,N/A,12,1000.00,12.12
FREE,5027,6200,0.1223,N/A,12,1000.00,12.12
FREE,5027,6300,0.1223,N/A,12,1000.00,12.12
FREE,5027,6400,0.1223,N/A,12,1000.00,12.12
FREE,5027,6500,0.1223,N/A,12,1000.00,12.12
FREE,5027,6600,0.1223,N/A,12,1000.00,12.12
FREE,5027,6700,0.1223,N/A,12,1000.00,12.12
FREE,5027,6800,0.1223,N/A,12,1000.00,12.12
FREE,5027,6900,0.1223,N/A,12,1000.00,12.12
FREE,5027,7000,0.1223,N/A,12,1000.00,12.12
FREE,5027,7100,0.1223,N/A,12,1000.00,12.12
FREE,5027,7200,0.1223,N/A,12,1000.00,12.12
FREE,5027,7300,0.1223,N/A,12,1000.00,12.12
FREE,5027,7400,0.1223,N/A,12,1000.00,12.12
FREE,5027,7500,0.1223,N/A,12,1000.00,12.12
FREE,5027,7600,0.1223,N/A,12,1000.00,12.12
FREE,5027,7700,0.1223,N/A,12,1000.00,12.12
FREE,5027,7800,0.1223,N/A,12,1000.00,12.12
FREE,5027,7900,0.1223,N/A,12,1000.00,12.12
FREE,5027,8000,0.1223,N/A,12,1000.00,12.12
FREE,5027,8100,0.1223,N/A,12,1000.00,12.12
FREE,5027,8200,0.1223,N/A,12,1000.00,12.12
FREE,5027,8300,0.1223,N/A,12,1000.00,12.12
FREE,5027,8400,0.1223,N/A,12,1000.00,12.12
FREE,5027,8500,0.1223,N/A,12,1000.00,12.12
FREE,5027,8600,0.1223,N/A,12,1000.00,12.12
FREE,5027,8700,0.1223,N/A,12,1000.00,12.12
FREE,5027,8800,0.1223,N/A,12,1000.00,12.12
FREE,5027,8900,0.1223,N/A,12,1000.00,12.12
FREE,5027,9000,0.1223,N/A,12,1000.00,12.12
FREE,5027,9100,0.1223,N/A,12,1000.00,12.12
FREE,5027,9200,0.1223,N/A,12,1000.00,12.12
FREE,5027,9300,0.1223,N/A,12,1000.00,12.12
FREE,5027,9400,0.1223,N/A,12,1000.00,12.12
FREE,5027,9500,0.1223,N/A,12,1000.00,12.12
FREE,5027,9600,0.1223,N/A,12,1000.00,12.12
FREE,5027,9700,0.1223,N/A,12,1000.00,12.12
FREE,5027,9800,0.1223,N/A,12,1000.00,12.12
FREE,5027,9900,0.1223,N/A,12,1000.00,12.12
ENERGY_ONLY,5027,0,0.0926,0.104673,12,199.85,12.12
ENERGY_ONLY,5027,100,0.1143,801.873269,12,185.05,12.12
ENERGY_ONLY,5027,200,0.1128,802.967609,12,170.25,12.12
ENERGY_ONLY,5027,300,0.1113,779.625793,12,155.46,12.12
ENERGY_ONLY,5027,400,0.1097,698.404560,12,140.69,12.12
ENERGY_ONLY,5027,500,0.1079,547.888983,12,125.93,12.12
ENERGY_ONLY,5027,600,0.1054,374.013235,12,111.20,12.12
ENERGY_ONLY,5027,700,0.1017,235.398223,12,96.49,12.12
ENERGY_ONLY,5027,800,0.0961,150.759632,12,81.82,12.12
ENERGY_ONLY,5027,900,0.0884,108.576928,12,67.22,12.12
ENERGY_ONLY,5027,1000,0.0823,1006.174335,12,56.12,12.12
ENERGY_ONLY,5027,1100,0.0817,885.904376,12,51.76,12.12
ENERGY_ONLY,5027,1200,0.0810,758.281944,12,47.40,12.12
ENERGY_ONLY,5027,1300,0.0803,632.723028,12,43.05,12.12
ENERGY_ONLY,5027,1400,0.0793,517.353908,12,38.70,12.12
ENERGY_ONLY,5027,1500,0.0782,417.407150,12,34.37,12.12
ENERGY_ONLY,5027,1600,0.0769,334.855426,12,30.04,12.12
ENERGY_ONLY,5027,1700,0.0752,269.065352,12,25.73,12.12
ENERGY_ONLY,5027,1800,0.0733,217.879977,12,21.44,12.12
ENERGY_ONLY,5027,1900,0.0710,178.597640,12,17.17,12.12
ENERGY_ONLY,5027,2000,0.0684,148.616189,12,12.92,12.12
ENERGY_ONLY,5027,2100,0.0656,125.737846,12,8.70,12.12
ENERGY_ONLY,5027,2200,0.0625,108.243975,12,4.51,12.12
ENERGY_ONLY,5027,2300,0.0597,170.571348,12,0.79,12.12
ENERGY_ONLY,5027,2400,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,2500,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,2600,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,2700,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,2800,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,2900,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,3000,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,3100,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,3200,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,3300,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,3400,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,3500,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,3600,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,3700,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,3800,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,3900,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,4000,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,4100,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,4200,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,4300,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,4400,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,4500,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,4600,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,4700,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,4800,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,4900,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,5000,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,5100,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,5200,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,5300,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,5400,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,5500,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,5600,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,5700,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,5800,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,5900,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,6000,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,6100,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,6200,0.0592,N/A,12,0.06,12.12
ENERGY_ONLY,5027,6300,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,6400,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,6500,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,6600,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,6700,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,6800,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,6900,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,7000,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,7100,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,7200,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,7300,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,7400,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,7500,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,7600,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,7700,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,7800,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,7900,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,8000,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,8100,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,8200,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,8300,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,8400,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,8500,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,8600,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,8700,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,8800,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,8900,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,9000,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,9100,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,9200,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,9300,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,9400,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,9500,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,9600,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,9700,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,9800,0.0591,N/A,12,0.02,12.12
ENERGY_ONLY,5027,9900,0.0591,N/A,12,0.02,12.12
FULL,6024,0,0.0946,0.104747,12,200.00,10.67
FULL,6024,100,0.1078,155.548650,12,167.83,11.22
FULL,6024,200,0.1088,376.148700,12,167.50,11.49
FULL,6024,300,0.1095,6198.618075,12,167.30,11.44
FULL,6024,400,0.1095,6275.830103,12,167.11,11.38
FULL,6024,500,0.1095,6343.991775,12,166.91,11.44
FULL,6024,600,0.1095,6416.306157,12,166.72,11.49
FULL,6024,700,0.1095,6492.881325,12,166.52,11.62
FULL,6024,800,0.1096,10242.206752,12,166.40,11.73
FULL,6024,900,0.1108,10375.295266,12,166.28,10.74
FULL,6024,1000,0.1118,10693.694686,12,166.14,11.08
FULL,6024,1100,0.1066,163.902831,12,158.38,10.60
FULL,6024,1200,0.1060,369.139609,12,157.04,9.94
FULL,6024,1300,0.1049,1681.969069,12,156.29,9.37
FULL,6024,1400,0.1051,6723.958727,12,156.03,9.18
FULL,6024,1500,0.1051,8265.574280,12,155.92,9.11
FULL,6024,1600,0.1052,8323.485670,12,155.80,9.08
FULL,6024,1700,0.1053,8374.095132,12,155.69,9.07
FULL,6024,1800,0.1053,8428.305393,12,155.57,9.07
FULL,6024,1900,0.1054,8485.819176,12,155.45,9.07
FULL,6024,2000,0.1055,8546.328903,12,155.34,9.07
FULL,6024,2100,0.1055,8609.517123,12,155.22,9.07
FULL,6024,2200,0.1056,8675.057183,12,155.10,9.07
FULL,6024,2300,0.1056,8742.614141,12,154.98,9.07
FULL,6024,2400,0.1057,8811.845950,12,154.86,9.07
FULL,6024,2500,0.1057,8882.404892,12,154.74,9.07
FULL,6024,2600,0.1058,8953.939299,12,154.62,9.07
FULL,6024,2700,0.1058,9026.095517,12,154.50,9.07
FULL,6024,2800,0.1059,9098.520126,12,154.38,9.07
FULL,6024,2900,0.1059,9170.862377,12,154.26,9.07
FULL,6024,3000,0.1059,9242.776829,12,154.14,9.07
FULL,6024,3100,0.1060,9313.926129,12,154.01,9.07
FULL,6024,3200,0.1060,9383.983907,12,153.89,9.07
FULL,6024,3300,0.1060,9452.637721,12,153.77,9.07
FULL,6024,3400,0.1061,9519.591987,12,153.65,9.07
FULL,6024,3500,0.1061,9584.570847,12,153.52,9.07
FULL,6024,3600,0.1061,9647.320891,12,153.40,9.07
FULL,6024,3700,0.1061,9707.613671,12,153.28,9.07
FULL,6024,3800,0.1061,9765.247947,12,153.15,9.07
FULL,6024,3900,0.1061,9820.051603,12,153.03,9.07
FULL,6024,4000,0.1062,9871.883170,12,152.90,9.07
FULL,6024,4100,0.1062,9920.632929,12,152.78,9.07
FULL,6024,4200,0.1062,9966.223547,12,152.66,9.07
FULL,6024,4300,0.1062,10008.610229,12,152.53,9.07
FULL,6024,4400,0.1062,10047.780265,12,152.41,9.07
FULL,6024,4500,0.1062,10083.752570,12,152.28,9.07
FULL,6024,4600,0.1062,10116.576046,12,152.16,9.07
FULL,6024,4700,0.1061,10146.327982,12,152.03,9.07
FULL,6024,4800,0.1061,10173.111947,12,151.91,9.07
FULL,6024,4900,0.1061,10197.055355,12,151.79,9.07
FULL,6024,5000,0.1061,10218.306738,12,151.66,9.07
FULL,6024,5100,0.1061,10237.032814,12,151.54,9.07
FULL,6024,5200,0.1061,10253.415399,12,151.42,9.07
FULL,6024,5300,0.1060,10267.648240,12,151.29,9.07
FULL,6024,5400,0.1060,10279.933816,12,151.17,9.07
FULL,6024,5500,0.1060,10290.480187,12,151.05,9.07
FULL,6024,5600,0.1060,10299.497927,12,150.92,9.07
FULL,6024,5700,0.1059,10307.197199,12,150.80,9.07
FULL,6024,5800,0.1059,10313.784995,12,150.68,9.07
FULL,6024,5900,0.1059,10319.462599,12,150.56,9.07
FULL,6024,6000,0.1058,10324.423267,12,150.44,9.07
FULL,6024,6100,0.1058,10328.850164,12,150.32,9.07
FULL,6024,6200,0.1057,10332.914549,12,150.20,9.07
FULL,6024,6300,0.1057,10336.774223,12,150.08,9.07
FULL,6024,6400,0.1056,10340.572237,12,149.96,9.07
FULL,6024,6500,0.1056,10344.435844,12,149.84,9.07
FULL,6024,6600,0.1055,10348.475699,12,149.72,9.07
FULL,6024,6700,0.1055,10352.785279,12,149.60,9.07
FULL,6024,6800,0.1054,10357.440523,12,149.49,9.07
FULL,6024,6900,0.1054,10362.499665,12,149.37,9.07
FULL,6024,7000,0.1053,10368.003259,12,149.25,9.07
FULL,6024,7100,0.1053,10373.974362,12,149.14,9.07
FULL,6024,7200,0.1052,10380.418873,12,149.02,9.07
FULL,6024,7300,0.1052,10387.326022,12,148.91,9.07
FULL,6024,7400,0.1051,10394.668971,12,148.79,9.07
FULL,6024,7500,0.1050,10402.405545,12,148.68,9.07
FULL,6024,7600,0.1050,10410.479065,12,148.57,9.07
FULL,6024,7700,0.1049,10418.819279,12,148.45,9.07
FULL,6024,7800,0.1049,10427.343392,12,148.34,9.07
FULL,6024,7900,0.1048,10435.957173,12,148.23,9.07
FULL,6024,8000,0.1047,10444.556152,12,148.12,9.07
FULL,6024,8100,0.1047,10453.026884,12,148.01,9.07
FULL,6024,8200,0.1046,10461.248292,12,147.90,9.07
FULL,6024,8300,0.1045,10469.093070,12,147.79,9.07
FULL,6024,8400,0.1045,10476.429151,12,147.68,9.07
FULL,6024,8500,0.1044,10483.121226,12,147.58,9.07
FULL,6024,8600,0.1043,10489.032316,12,147.47,9.07
FULL,6024,8700,0.1042,10494.025377,12,147.37,9.07
FULL,6024,8800,0.1042,10497.964938,12,147.26,9.07
FULL,6024,8900,0.1041,27098.606095,12,147.17,9.07
FULL,6024,9000,0.1041,26845.214392,12,147.14,9.07
FULL,6024,9100,0.1041,26572.175358,12,147.11,9.07
FULL,6024,9200,0.1041,26281.181161,12,147.08,9.07
FULL,6024,9300,0.1041,25973.929623,12,147.05,9.07
FULL,6024,9400,0.1040,25652.150821,12,147.03,9.07
FULL,6024,9500,0.1040,25317.589876,12,147.00,9.07
FULL,6024,9600,0.1040,24971.990670,12,146.97,9.07
FULL,6024,9700,0.1040,24617.080685,12,146.94,9.07
FULL,6024,9800,0.1040,24254.557149,12,146.92,9.07
FULL,6024,9900,0.1040,23886.074614,12,146.89,9.07
FREE,6024,0,0.0964,0.000000,12,1000.00,10.71
FREE,6024,100,0.1205,N/A,12,1000.00,10.71
FREE,6024,200,0.1205,N/A,12,1000.00,10.71
FREE,6024,300,0.1205,N/A,12,1000.00,10.71
FREE,6024,400,0.1205,N/A,12,1000.00,10.71
FREE,6024,500,0.1205,N/A,12,1000.00,10.71
